Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(mmhg),REL Pressure(mmhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/6/21 10:15,75.2,55,75.9,57,59.7,75.9,2.5,3.4,11,737.8,737.8,543.5,5,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:20,73.4,52,75.7,56,59.0,75.7,0.2,1.1,57,737.8,737.8,480.0,4,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:25,72.0,55,76.6,55,59.4,76.6,1.3,2.2,62,737.8,737.8,489.9,4,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:30,71.6,61,76.5,52,57.6,76.5,4.0,5.8,64,737.8,737.8,503.3,4,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:40,73.0,62,76.3,57,60.1,76.3,1.8,2.2,63,737.8,737.8,524.7,5,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:45,72.5,62,76.1,54,58.3,76.1,1.6,2.2,45,737.8,737.8,541.1,5,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:50,72.3,62,76.5,55,59.2,76.5,1.8,2.2,62,737.6,737.6,551.3,5,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 10:55,72.1,62,76.6,56,59.9,76.6,0.0,0.0,54,737.7,737.7,521.4,5,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 11:00,72.1,61,77.5,52,58.6,77.5,2.2,4.5,42,737.8,737.8,521.3,5,0.00,0.00,0.00,0.01,0.01,0.01,--
2023/6/21 11:05,71.8,58,75.7,57,59.5,75.7,1.3,2.2,53,737.5,737.5,491.1,4,0.00,0.00,0.00,0.01,0.01,0.01,--
