Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/16 10:53,74.8,68,72.0,86,67.6,72.0,1.8,2.2,232,28.76,28.76,208.2,2,0.00,0.00,0.00,0.00,0.78,1.34,9
2023/7/16 10:54,74.8,69,72.0,86,67.6,72.0,1.8,2.2,232,28.76,28.76,208.2,2,0.00,0.00,0.00,0.00,0.78,1.34,9
2023/7/16 10:55,75.0,69,72.1,86,67.8,72.1,3.1,4.5,223,28.76,28.76,225.4,2,0.00,0.00,0.00,0.00,0.78,1.34,9
2023/7/16 10:56,75.0,69,72.3,86,68.0,72.3,2.0,2.2,341,28.76,28.76,360.8,3,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 10:57,75.0,70,72.5,87,68.4,72.5,2.2,2.2,359,28.76,28.76,411.6,4,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 10:58,75.0,70,72.7,85,68.0,72.7,4.9,5.8,301,28.76,28.76,363.2,3,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 10:59,75.2,70,72.7,85,68.0,72.7,2.5,3.4,314,28.76,28.76,357.3,3,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:00,75.2,70,72.7,86,68.4,72.7,1.8,2.2,330,28.75,28.75,616.6,6,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:01,75.4,70,72.9,87,68.7,72.9,1.1,1.1,330,28.76,28.76,484.3,4,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:02,75.4,70,73.8,83,68.4,73.8,2.5,3.4,315,28.76,28.76,619.8,6,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:03,75.4,70,73.8,84,68.7,73.8,0.7,1.1,16,28.76,28.76,381.5,3,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:04,75.4,70,74.1,82,68.2,74.1,1.6,3.4,306,28.76,28.76,566.3,5,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:05,75.4,70,74.3,82,68.4,74.3,4.0,4.5,287,28.75,28.75,641.4,6,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:06,75.4,67,73.9,83,68.5,73.9,1.3,2.2,335,28.76,28.76,637.3,6,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:07,75.4,67,73.6,85,68.7,73.6,0.9,1.1,336,28.76,28.76,542.4,5,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:08,75.4,66,73.9,83,68.5,73.9,3.1,3.4,282,28.76,28.76,290.5,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:09,75.2,66,73.9,85,69.1,73.9,2.5,4.5,290,28.76,28.76,272.3,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:10,75.2,66,73.9,86,69.4,73.9,2.2,2.2,295,28.76,28.76,236.6,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:11,75.2,65,73.8,84,68.7,73.8,4.0,5.8,280,28.76,28.76,253.5,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:12,75.2,66,73.8,84,68.7,73.8,4.0,5.8,280,28.75,28.75,253.5,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:13,75.0,68,73.8,84,68.7,73.8,4.0,5.8,280,28.76,28.76,253.5,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:14,75.0,68,73.8,84,68.7,73.8,4.0,5.8,280,28.76,28.76,253.5,2,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:15,75.2,69,73.4,83,68.0,73.4,4.9,6.9,256,28.76,28.76,393.4,3,0.00,0.00,0.00,0.00,0.78,1.34,11
2023/7/16 11:16,75.2,69,73.4,83,68.0,73.4,4.0,4.5,249,28.77,28.77,304.9,2,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:17,75.2,69,73.2,84,68.2,73.2,2.5,3.4,228,28.76,28.76,343.2,3,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:18,75.2,70,73.2,84,68.2,73.2,2.2,2.2,317,28.76,28.76,315.6,3,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:19,75.2,70,72.9,87,68.7,72.9,4.0,4.5,286,28.76,28.76,289.1,2,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:20,75.4,70,72.9,88,69.1,72.9,2.0,3.4,314,28.76,28.76,461.0,4,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/16 11:21,75.4,70,72.9,86,68.4,72.9,4.9,6.9,239,28.76,28.76,264.7,2,0.00,0.00,0.00,0.00,0.78,1.34,7
