Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(mmhg),REL Pressure(mmhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/6/28 9:59,73.4,63,62.6,87,58.8,62.6,2.5,3.4,188,733.3,733.3,213.3,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:00,73.4,63,62.4,86,58.3,62.4,1.6,2.2,206,733.3,733.3,251.6,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:01,73.4,63,62.6,86,58.5,62.6,1.6,2.2,217,733.3,733.3,229.7,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:02,73.4,63,62.6,87,58.8,62.6,3.1,4.5,204,733.3,733.3,248.0,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:03,73.6,63,62.6,88,59.0,62.6,0.4,1.1,240,733.3,733.3,249.3,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:04,73.8,63,62.8,85,58.3,62.8,1.1,1.1,225,733.3,733.3,214.3,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:05,73.8,63,63.1,84,58.3,63.1,1.8,2.2,226,733.3,733.3,237.1,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:06,73.8,63,63.1,83,57.9,63.1,2.9,5.8,237,733.2,733.2,297.8,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:07,73.8,62,63.1,85,58.6,63.1,0.9,1.1,229,733.2,733.2,275.3,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:08,73.8,62,63.1,86,59.0,63.1,1.1,1.1,66,733.2,733.2,286.6,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:09,73.6,63,63.5,83,58.3,63.5,1.8,2.2,243,733.3,733.3,387.1,3,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:10,73.6,63,63.5,83,58.3,63.5,1.8,2.2,238,733.3,733.3,308.1,3,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:11,73.6,63,63.3,83,58.1,63.3,2.0,3.4,243,733.4,733.4,291.0,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:12,73.6,63,63.3,84,58.5,63.3,2.9,4.5,220,733.3,733.3,297.0,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:13,73.6,63,63.0,84,58.1,63.0,3.4,3.4,249,733.3,733.3,357.6,3,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:14,73.6,63,62.8,87,58.8,62.8,0.4,1.1,230,733.2,733.2,404.5,3,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:15,73.6,63,63.0,85,58.5,63.0,0.7,1.1,230,733.3,733.3,304.8,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:16,73.6,63,63.5,82,57.9,63.5,1.3,2.2,247,733.4,733.4,302.0,2,0.00,0.17,0.00,0.35,0.55,0.55,38
2023/6/28 10:17,73.6,63,63.7,84,58.8,63.7,1.8,2.2,95,733.3,733.3,409.3,3,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:18,73.4,63,63.9,81,57.9,63.9,5.1,8.1,226,733.3,733.3,448.2,4,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:19,73.4,63,63.9,83,58.6,63.9,1.3,2.2,265,733.2,733.2,426.9,4,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:20,73.4,63,63.9,84,59.0,63.9,1.1,1.1,277,733.2,733.2,280.5,2,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:21,73.6,63,63.9,83,58.6,63.9,1.6,2.2,226,733.3,733.3,316.5,3,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:22,73.6,63,64.0,84,59.2,64.0,0.7,1.1,247,733.2,733.2,297.6,2,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:23,73.6,63,64.0,83,58.8,64.0,1.3,2.2,168,733.1,733.1,283.5,2,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:24,73.6,63,64.0,81,58.1,64.0,2.9,4.5,246,733.3,733.3,289.4,2,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:25,73.6,63,63.9,83,58.6,63.9,4.9,9.2,208,733.2,733.2,340.4,3,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:26,73.4,63,63.3,83,58.1,63.3,3.4,4.5,259,733.1,733.1,454.7,4,0.00,0.17,0.00,0.35,0.55,0.55,146
2023/6/28 10:27,73.4,63,63.3,83,58.1,63.3,3.4,4.5,275,733.3,733.3,405.2,3,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:28,73.4,63,63.3,84,58.5,63.3,2.5,3.4,243,733.3,733.3,318.6,3,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:29,73.6,63,63.5,83,58.3,63.5,2.2,2.2,233,733.3,733.3,425.1,4,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:30,73.4,63,63.7,83,58.5,63.7,2.2,3.4,203,733.2,733.2,468.7,4,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:31,73.4,63,64.0,84,59.2,64.0,1.6,2.2,212,733.3,733.3,275.9,2,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:32,73.4,63,64.4,82,58.8,64.4,4.9,5.8,222,733.4,733.4,350.0,3,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:33,73.4,63,64.4,82,58.8,64.4,4.5,4.5,219,733.3,733.3,242.4,2,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:34,73.4,64,64.4,81,58.5,64.4,4.7,5.8,215,733.3,733.3,399.9,3,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:35,73.6,64,64.4,83,59.2,64.4,0.9,1.1,33,733.3,733.3,479.9,4,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:36,73.6,63,64.6,80,58.3,64.6,1.6,2.2,270,733.3,733.3,481.0,4,0.00,0.17,0.00,0.35,0.55,0.55,158
2023/6/28 10:37,73.6,63,65.1,80,58.8,65.1,1.8,3.4,191,733.2,733.2,416.5,4,0.00,0.17,0.00,0.35,0.55,0.55,155
2023/6/28 10:38,73.6,63,65.3,80,59.0,65.3,0.2,1.1,286,733.2,733.2,432.2,4,0.00,0.17,0.00,0.35,0.55,0.55,155
2023/6/28 10:39,73.6,63,65.3,78,58.3,65.3,6.0,6.9,247,733.3,733.3,353.3,3,0.00,0.17,0.00,0.35,0.55,0.55,155
2023/6/28 10:40,73.6,63,65.3,79,58.6,65.3,6.9,10.3,192,733.3,733.3,335.8,3,0.00,0.17,0.00,0.35,0.55,0.55,155
2023/6/28 10:41,73.6,63,64.6,79,57.9,64.6,5.8,8.1,290,733.3,733.3,367.5,3,0.01,0.18,0.01,0.36,0.56,0.56,155
2023/6/28 10:42,73.6,63,64.2,81,58.3,64.2,2.9,4.5,307,733.3,733.3,510.9,4,0.01,0.18,0.01,0.36,0.56,0.56,155
2023/6/28 10:43,73.6,63,64.2,83,59.0,64.2,2.5,3.4,284,733.2,733.2,511.4,4,0.01,0.18,0.01,0.36,0.56,0.56,155
2023/6/28 10:44,73.6,63,64.2,83,59.0,64.2,0.9,1.1,284,733.0,733.0,517.8,5,0.01,0.18,0.01,0.36,0.56,0.56,155
2023/6/28 10:45,73.6,63,64.4,82,58.8,64.4,0.7,1.1,315,733.1,733.1,438.5,4,0.01,0.18,0.01,0.36,0.56,0.56,155
2023/6/28 10:46,73.6,63,65.3,83,60.1,65.3,0.2,1.1,215,733.1,733.1,425.1,4,0.01,0.18,0.01,0.36,0.56,0.56,155
2023/6/28 10:47,73.6,63,65.5,83,60.3,65.5,0.7,1.1,204,733.2,733.2,344.0,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:48,73.4,63,65.8,82,60.3,65.8,1.6,2.2,240,733.2,733.2,364.4,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:49,73.4,63,66.0,79,59.4,66.0,2.9,4.5,287,733.2,733.2,514.3,5,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:50,73.4,63,66.0,81,60.1,66.0,0.0,0.0,283,733.3,733.3,365.8,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:51,73.4,63,65.8,79,59.2,65.8,2.2,3.4,281,733.2,733.2,381.8,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:52,73.4,64,65.7,80,59.4,65.7,1.8,2.2,282,733.4,733.4,362.8,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:53,73.4,64,65.5,83,60.3,65.5,1.8,2.2,247,733.3,733.3,482.8,4,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:54,73.4,64,65.5,79,58.8,65.5,5.4,6.9,316,733.3,733.3,344.1,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:55,73.6,64,65.5,79,58.8,65.5,2.9,3.4,273,733.1,733.1,321.3,3,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:56,73.6,64,65.3,81,59.4,65.3,3.4,4.5,278,733.3,733.3,304.7,2,0.01,0.18,0.01,0.36,0.56,0.56,137
2023/6/28 10:57,73.4,64,64.9,81,59.0,64.9,5.8,8.1,296,733.3,733.3,338.6,3,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 10:58,73.4,64,64.8,80,58.5,64.8,3.6,4.5,351,733.3,733.3,245.5,2,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 10:59,73.4,64,64.8,83,59.5,64.8,4.0,5.8,291,733.4,733.4,248.0,2,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:00,73.4,64,64.8,82,59.2,64.8,2.5,3.4,277,733.2,733.2,278.9,2,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:01,73.4,64,64.6,80,58.3,64.6,5.8,9.2,299,733.3,733.3,217.5,2,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:02,73.4,64,64.4,81,58.5,64.4,5.4,9.2,324,733.2,733.2,265.7,2,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:03,73.4,64,63.9,80,57.6,63.9,6.0,6.9,281,733.3,733.3,456.6,4,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:04,73.4,64,63.7,80,57.4,63.7,4.0,4.5,345,733.3,733.3,497.6,4,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:05,73.4,64,63.7,81,57.7,63.7,4.0,5.8,309,733.3,733.3,495.5,4,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:06,73.4,64,64.0,80,57.7,64.0,5.4,6.9,330,733.3,733.3,472.2,4,0.01,0.18,0.01,0.36,0.56,0.56,144
2023/6/28 11:07,73.6,64,64.4,80,58.1,64.4,2.2,2.2,264,733.4,733.4,445.7,4,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:08,73.4,64,64.6,80,58.3,64.6,1.3,2.2,289,733.3,733.3,364.2,3,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:09,73.4,64,64.9,78,57.9,64.9,3.8,4.5,308,733.3,733.3,306.7,2,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:10,73.4,64,64.9,82,59.4,64.9,0.9,1.1,272,733.5,733.5,306.8,2,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:11,73.4,64,65.1,82,59.5,65.1,2.5,3.4,276,733.4,733.4,428.5,4,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:12,73.4,64,65.1,79,58.5,65.1,3.8,5.8,335,733.4,733.4,362.5,3,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:13,73.4,64,65.1,80,58.8,65.1,3.4,4.5,350,733.6,733.6,428.7,4,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:14,73.4,64,65.1,79,58.5,65.1,4.9,6.9,338,733.6,733.6,342.4,3,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:15,73.6,64,65.1,78,58.1,65.1,2.2,3.4,156,733.6,733.6,448.8,4,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:16,73.6,64,64.9,78,57.9,64.9,4.0,5.8,282,733.5,733.5,377.1,3,0.01,0.18,0.01,0.36,0.56,0.56,153
2023/6/28 11:17,73.6,64,64.9,80,58.6,64.9,2.2,3.4,292,733.4,733.4,468.0,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:18,73.6,64,65.1,80,58.8,65.1,0.9,1.1,302,733.5,733.5,374.0,3,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:19,73.6,64,65.3,80,59.0,65.3,1.8,3.4,285,733.4,733.4,438.2,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:20,73.6,64,65.5,77,58.1,65.5,3.4,4.5,289,733.5,733.5,408.5,3,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:21,73.6,64,65.7,79,59.0,65.7,2.2,3.4,298,733.3,733.3,415.4,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:22,73.6,64,65.7,76,57.9,65.7,4.7,8.1,287,733.5,733.5,366.2,3,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:23,73.6,64,65.5,78,58.5,65.5,3.4,4.5,275,733.5,733.5,491.0,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:24,73.6,64,65.3,78,58.3,65.3,2.5,3.4,299,733.6,733.6,487.1,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:25,73.6,64,65.3,78,58.3,65.3,2.9,4.5,303,733.6,733.6,448.0,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:26,73.6,64,65.3,78,58.3,65.3,2.0,2.2,263,733.5,733.5,438.0,4,0.01,0.18,0.01,0.36,0.56,0.56,140
2023/6/28 11:27,73.8,64,65.8,78,58.8,65.8,2.0,2.2,267,733.6,733.6,293.2,2,0.01,0.18,0.01,0.36,0.56,0.56,139
2023/6/28 11:28,73.6,64,66.0,79,59.4,66.0,6.3,8.1,285,733.7,733.7,269.0,2,0.01,0.18,0.01,0.36,0.56,0.56,139
2023/6/28 11:29,73.6,64,66.0,77,58.6,66.0,4.7,6.9,293,733.9,733.9,299.0,2,0.01,0.18,0.01,0.36,0.56,0.56,139
2023/6/28 11:30,73.8,64,65.8,81,59.9,65.8,2.2,3.4,249,733.6,733.6,349.3,3,0.01,0.18,0.01,0.36,0.56,0.56,139
2023/6/28 11:31,73.8,64,65.7,78,58.6,65.7,5.1,6.9,333,733.7,733.7,311.7,3,0.01,0.18,0.01,0.36,0.56,0.56,139
