Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/8 16:47,77.5,62,72.3,86,68.0,72.3,0.2,1.1,68,28.72,28.72,193.6,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:48,77.5,63,72.5,90,69.4,72.5,1.1,1.1,77,28.72,28.72,183.9,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:49,77.5,62,72.5,87,68.4,72.5,0.9,1.1,78,28.72,28.72,170.7,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:50,77.4,63,72.5,88,68.7,72.5,2.9,3.4,255,28.72,28.72,150.8,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:51,77.5,63,72.5,88,68.7,72.5,3.4,3.4,264,28.72,28.72,131.3,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:52,77.5,64,72.3,87,68.2,72.3,2.2,3.4,238,28.72,28.72,121.5,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:53,77.5,64,72.3,87,68.2,72.3,1.8,2.2,282,28.72,28.72,125.3,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:54,77.5,64,72.1,88,68.4,72.1,1.1,1.1,246,28.72,28.72,142.5,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:55,77.5,65,72.1,88,68.4,72.1,1.1,1.1,257,28.72,28.72,160.0,1,0.00,0.00,0.00,0.33,0.78,1.34,8
2023/7/8 16:56,77.5,65,72.0,86,67.6,72.0,2.9,3.4,265,28.71,28.71,170.4,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 16:57,77.5,65,72.0,87,68.0,72.0,2.0,2.2,265,28.72,28.72,174.0,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 16:58,77.5,65,72.0,86,67.6,72.0,1.3,2.2,315,28.72,28.72,173.4,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 16:59,77.5,65,72.0,86,67.6,72.0,1.3,2.2,262,28.72,28.72,168.4,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:00,77.5,65,72.0,87,68.0,72.0,0.7,1.1,265,28.72,28.72,162.5,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:01,77.5,65,72.0,86,67.6,72.0,2.2,2.2,283,28.72,28.72,159.6,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:02,77.7,65,72.1,86,67.8,72.1,1.3,2.2,274,28.72,28.72,159.6,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:03,77.5,64,72.1,88,68.4,72.1,0.2,1.1,292,28.72,28.72,162.6,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:04,77.5,63,72.1,87,68.2,72.1,1.3,2.2,292,28.72,28.72,165.7,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:05,77.5,63,72.3,86,68.0,72.3,1.1,1.1,292,28.71,28.71,168.1,1,0.00,0.00,0.00,0.33,0.78,1.34,11
2023/7/8 17:06,77.5,62,72.3,86,68.0,72.3,1.1,1.1,292,28.72,28.72,174.3,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:07,77.4,62,72.5,85,67.8,72.5,1.1,1.1,292,28.71,28.71,181.0,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:08,77.4,62,72.5,86,68.2,72.5,0.0,0.0,292,28.71,28.71,178.8,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:09,77.4,62,72.7,86,68.4,72.7,1.3,2.2,15,28.71,28.71,173.9,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:10,77.4,63,72.7,85,68.0,72.7,0.2,1.1,15,28.71,28.71,163.0,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:11,77.4,64,72.9,86,68.4,72.9,1.1,1.1,15,28.71,28.71,154.9,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:12,77.4,64,72.9,88,69.1,72.9,0.9,1.1,27,28.71,28.71,150.6,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:13,77.4,64,72.9,82,67.1,72.9,1.1,1.1,19,28.71,28.71,145.9,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:14,77.4,64,72.9,83,67.5,72.9,0.0,0.0,14,28.71,28.71,134.2,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:15,77.4,65,72.9,81,66.7,72.9,1.8,2.2,14,28.71,28.71,121.7,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:16,77.4,65,72.9,82,67.1,72.9,0.7,1.1,6,28.71,28.71,115.4,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:17,77.5,65,72.9,82,67.1,72.9,0.9,1.1,6,28.71,28.71,115.1,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:18,77.5,65,72.7,81,66.6,72.7,2.2,2.2,325,28.70,28.70,116.8,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:19,77.5,65,72.7,82,66.9,72.7,0.9,1.1,254,28.71,28.71,118.6,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:20,77.5,65,72.7,80,66.2,72.7,2.0,2.2,255,28.71,28.71,124.3,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:21,77.5,65,72.7,83,67.3,72.7,1.1,1.1,254,28.71,28.71,129.7,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:22,77.5,64,72.7,84,67.6,72.7,0.9,2.2,255,28.71,28.71,133.2,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:23,77.5,63,72.7,84,67.6,72.7,0.9,1.1,308,28.71,28.71,131.2,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:24,77.5,63,72.7,83,67.3,72.7,1.1,1.1,308,28.71,28.71,127.0,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:25,77.4,62,72.5,84,67.5,72.5,1.3,2.2,308,28.71,28.71,122.2,1,0.00,0.00,0.00,0.33,0.78,1.34,15
2023/7/8 17:26,77.4,62,72.5,83,67.1,72.5,1.1,1.1,352,28.71,28.71,115.8,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:27,77.4,62,72.5,85,67.8,72.5,0.2,1.1,353,28.70,28.70,112.9,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:28,77.2,63,72.5,83,67.1,72.5,1.1,1.1,353,28.71,28.71,114.9,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:29,77.2,64,72.5,83,67.1,72.5,2.2,2.2,343,28.70,28.70,117.6,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:30,77.2,64,72.5,84,67.5,72.5,0.9,1.1,340,28.70,28.70,118.8,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:31,77.4,64,72.5,85,67.8,72.5,1.3,2.2,340,28.70,28.70,115.7,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:32,77.4,65,72.5,85,67.8,72.5,1.3,2.2,341,28.70,28.70,110.4,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:33,77.4,65,72.3,86,68.0,72.3,0.9,1.1,342,28.70,28.70,106.0,1,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:34,77.4,65,72.3,86,68.0,72.3,0.9,1.1,341,28.71,28.71,102.1,0,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:35,77.4,65,72.3,86,68.0,72.3,1.1,1.1,341,28.70,28.70,101.8,0,0.00,0.00,0.00,0.33,0.78,1.34,13
2023/7/8 17:36,77.4,65,72.3,87,68.2,72.3,0.4,1.1,341,28.70,28.70,102.6,1,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:37,77.5,65,72.3,88,68.5,72.3,0.0,0.0,342,28.70,28.70,100.5,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:38,77.5,65,72.3,85,67.6,72.3,0.4,1.1,342,28.70,28.70,94.0,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:39,77.5,65,72.3,86,68.0,72.3,0.7,1.1,342,28.70,28.70,89.7,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:40,77.5,65,72.3,87,68.2,72.3,0.2,1.1,342,28.70,28.70,82.0,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:41,77.5,63,72.3,87,68.2,72.3,1.1,1.1,342,28.70,28.70,75.0,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:42,77.5,63,72.3,87,68.2,72.3,1.1,1.1,341,28.70,28.70,68.6,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:43,77.4,63,72.3,86,68.0,72.3,0.2,1.1,342,28.70,28.70,66.8,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:44,77.4,62,72.1,87,68.2,72.1,0.2,1.1,342,28.70,28.70,65.8,0,0.00,0.00,0.00,0.33,0.78,1.34,10
2023/7/8 17:45,77.4,62,72.0,88,68.2,72.0,0.9,1.1,342,28.70,28.70,63.5,0,0.00,0.00,0.00,0.33,0.78,1.34,10
