Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/20 10:13,74.8,62,77.2,75,68.7,77.2,0.9,1.1,295,28.85,28.85,434.9,4,0.00,0.00,0.00,0.00,0.78,1.34,16
2023/7/20 10:14,74.8,62,77.4,73,68.0,77.4,1.8,3.4,343,28.85,28.85,440.1,4,0.00,0.00,0.00,0.00,0.78,1.34,16
2023/7/20 10:15,74.7,62,77.4,73,68.0,77.4,2.0,3.4,235,28.85,28.85,444.2,4,0.00,0.00,0.00,0.00,0.78,1.34,16
2023/7/20 10:16,74.7,62,77.7,74,68.9,77.7,2.0,2.2,294,28.85,28.85,446.0,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:17,74.7,62,77.7,73,68.4,77.7,4.7,6.9,208,28.85,28.85,448.1,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:18,74.7,61,77.7,70,67.3,77.7,2.5,3.4,322,28.84,28.84,452.9,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:19,74.7,63,77.7,71,67.6,77.7,4.3,4.5,254,28.84,28.84,455.2,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:20,74.7,64,77.5,72,67.8,77.5,5.6,6.9,225,28.84,28.84,455.6,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:21,74.7,64,77.4,72,67.6,77.4,5.4,8.1,196,28.84,28.84,455.8,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:22,74.7,65,77.4,71,67.3,77.4,4.9,8.1,253,28.84,28.84,458.4,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:23,74.8,65,77.2,72,67.5,77.2,3.8,5.8,222,28.85,28.85,457.1,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:24,74.8,65,77.4,72,67.6,77.4,2.5,3.4,307,28.85,28.85,460.3,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:25,75.0,65,77.5,71,67.5,77.5,3.4,5.8,250,28.85,28.85,461.2,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:26,75.0,65,77.9,72,68.2,77.9,1.3,3.4,330,28.85,28.85,464.0,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:27,75.0,66,78.3,70,67.6,78.3,4.5,5.8,258,28.84,28.84,470.7,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:28,75.0,66,78.3,72,68.5,78.3,1.3,2.2,344,28.85,28.85,472.3,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:29,75.0,64,78.3,72,68.5,78.3,4.3,4.5,252,28.84,28.84,472.0,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:30,75.0,63,78.3,71,68.2,78.3,1.1,2.2,353,28.85,28.85,473.8,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:31,75.0,63,78.3,71,68.2,78.3,2.2,2.2,296,28.85,28.85,474.3,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:32,75.0,62,78.4,73,69.1,78.4,2.2,2.2,299,28.84,28.84,477.7,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:33,75.0,62,78.8,72,69.1,78.8,3.1,4.5,268,28.84,28.84,481.1,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:34,75.0,62,79.0,68,67.6,79.0,3.4,4.5,187,28.84,28.84,479.3,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:35,75.0,62,79.0,72,69.3,79.0,1.1,2.2,185,28.84,28.84,485.0,4,0.00,0.00,0.00,0.00,0.78,1.34,17
2023/7/20 10:36,74.8,62,79.2,70,68.5,79.2,0.7,1.1,12,28.84,28.84,482.9,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:37,74.8,62,79.3,70,68.7,79.3,3.4,5.8,224,28.84,28.84,486.9,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:38,74.8,63,79.3,69,68.4,79.3,2.5,3.4,229,28.84,28.84,496.1,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:39,74.8,64,79.2,72,69.4,79.2,0.2,1.1,57,28.84,28.84,496.8,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:40,75.0,65,79.2,69,68.2,79.2,2.9,4.5,199,28.84,28.84,501.0,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:41,75.0,65,79.2,69,68.2,79.2,2.9,4.5,213,28.84,28.84,503.7,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:42,75.0,66,79.0,70,68.4,79.0,4.3,5.8,268,28.84,28.84,506.7,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:43,75.0,65,79.0,69,68.0,79.0,6.0,8.1,251,28.85,28.85,502.5,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:44,75.2,66,79.0,69,68.0,79.0,3.8,4.5,252,28.84,28.84,504.7,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:45,75.2,66,78.6,69,67.6,78.6,2.7,4.5,173,28.84,28.84,500.3,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:46,75.2,66,78.6,71,68.5,78.6,2.9,3.4,296,28.84,28.84,509.8,4,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:47,75.4,66,78.8,70,68.2,78.8,2.9,3.4,306,28.84,28.84,522.7,5,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:48,75.4,65,79.2,70,68.5,79.2,2.5,3.4,213,28.84,28.84,519.6,5,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:49,75.4,63,79.2,70,68.5,79.2,4.3,5.8,220,28.84,28.84,537.3,5,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:50,75.4,63,79.2,72,69.4,79.2,2.5,3.4,343,28.85,28.85,544.3,5,0.00,0.00,0.00,0.00,0.78,1.34,20
2023/7/20 10:51,75.4,63,79.2,71,69.1,79.2,2.9,3.4,305,28.84,28.84,554.7,5,0.00,0.00,0.00,0.00,0.78,1.34,20
