Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/17 10:13,75.0,68,73.2,75,64.9,73.2,5.8,6.9,305,28.80,28.80,332.1,3,0.00,0.00,0.00,0.00,0.78,1.34,79
2023/7/17 10:14,75.0,66,73.2,73,64.0,73.2,3.8,6.9,273,28.80,28.80,333.2,3,0.00,0.00,0.00,0.00,0.78,1.34,79
2023/7/17 10:15,75.0,65,73.0,74,64.4,73.0,5.8,6.9,252,28.80,28.80,330.3,3,0.00,0.00,0.00,0.00,0.78,1.34,79
2023/7/17 10:16,74.8,65,73.0,74,64.4,73.0,1.3,2.2,4,28.80,28.80,333.8,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:17,74.8,65,73.0,75,64.8,73.0,3.1,4.5,265,28.80,28.80,333.6,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:18,74.8,66,73.0,75,64.8,73.0,2.7,3.4,228,28.80,28.80,338.8,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:19,74.7,67,73.2,75,64.9,73.2,2.0,2.2,214,28.80,28.80,336.9,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:20,74.7,68,73.6,75,65.3,73.6,2.2,2.2,312,28.80,28.80,337.2,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:21,74.7,68,73.6,76,65.5,73.6,1.8,2.2,252,28.80,28.80,343.6,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:22,74.8,69,73.8,73,64.6,73.8,3.4,4.5,296,28.80,28.80,345.5,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:23,74.8,69,73.8,73,64.6,73.8,3.4,4.5,4,28.80,28.80,350.8,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:24,74.8,69,73.8,73,64.6,73.8,3.4,4.5,319,28.80,28.80,355.4,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:25,74.8,69,73.6,74,64.8,73.6,2.9,3.4,218,28.81,28.81,361.0,3,0.00,0.00,0.00,0.00,0.78,1.34,71
2023/7/17 10:26,74.8,69,73.6,75,65.3,73.6,1.1,1.1,13,28.80,28.80,366.7,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:27,74.8,70,73.6,73,64.4,73.6,3.4,3.4,231,28.80,28.80,372.4,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:28,74.8,70,73.6,72,64.0,73.6,2.7,4.5,292,28.80,28.80,378.0,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:29,75.0,68,73.8,72,64.2,73.8,4.3,5.8,337,28.80,28.80,378.8,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:30,75.0,67,73.6,72,64.0,73.6,4.5,5.8,262,28.80,28.80,380.2,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:31,75.0,67,73.4,73,64.2,73.4,2.9,4.5,247,28.80,28.80,374.1,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:32,75.0,66,73.6,71,63.7,73.6,4.7,6.9,214,28.80,28.80,386.5,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:33,74.8,66,73.8,73,64.6,73.8,2.9,4.5,179,28.80,28.80,380.3,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:34,74.8,66,73.8,74,64.9,73.8,2.2,3.4,199,28.81,28.81,388.3,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:35,74.8,66,74.1,73,64.9,74.1,0.9,2.2,290,28.80,28.80,388.4,3,0.00,0.00,0.00,0.00,0.78,1.34,75
2023/7/17 10:36,74.8,66,74.1,74,65.3,74.1,0.9,2.2,24,28.81,28.81,391.8,3,0.00,0.00,0.00,0.00,0.78,1.34,64
2023/7/17 10:37,74.8,66,74.5,75,66.0,74.5,1.8,2.2,345,28.80,28.80,391.8,3,0.00,0.00,0.00,0.00,0.78,1.34,64
2023/7/17 10:38,74.8,67,74.5,75,66.0,74.5,2.9,3.4,293,28.80,28.80,398.3,3,0.00,0.00,0.00,0.00,0.78,1.34,64
2023/7/17 10:39,74.7,68,74.7,75,66.2,74.7,4.5,5.8,296,28.80,28.80,396.3,3,0.00,0.00,0.00,0.00,0.78,1.34,64
2023/7/17 10:40,74.8,68,74.8,71,64.9,74.8,2.2,2.2,213,28.81,28.81,399.9,3,0.00,0.00,0.00,0.00,0.78,1.34,64
