Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/21 9:48,75.2,68,68.7,85,64.0,68.7,4.7,6.9,231,28.75,28.75,466.5,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:49,75.2,65,69.1,88,65.3,69.1,3.1,4.5,4,28.75,28.75,476.7,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:50,75.2,64,69.4,83,64.0,69.4,3.8,5.8,308,28.75,28.75,473.8,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:51,75.2,64,69.4,85,64.8,69.4,2.2,3.4,10,28.75,28.75,491.0,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:52,75.2,64,69.4,88,65.7,69.4,0.9,2.2,21,28.75,28.75,478.2,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:53,75.2,65,69.4,84,64.4,69.4,4.5,5.8,341,28.75,28.75,176.4,1,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:54,75.2,66,69.3,84,64.2,69.3,8.5,11.4,311,28.75,28.75,249.6,2,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:55,75.2,67,68.9,85,64.2,68.9,4.5,4.5,323,28.75,28.75,348.5,3,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 9:56,75.0,67,68.4,86,64.0,68.4,1.8,3.4,333,28.75,28.75,160.6,1,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 9:57,75.0,67,68.2,85,63.5,68.2,3.4,4.5,280,28.75,28.75,478.8,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 9:58,75.2,67,68.0,85,63.3,68.0,4.3,6.9,342,28.75,28.75,490.9,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 9:59,75.2,67,68.2,85,63.5,68.2,5.8,8.1,326,28.75,28.75,486.9,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:00,75.2,67,68.2,85,63.5,68.2,2.7,3.4,321,28.75,28.75,218.1,2,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:01,75.2,68,68.5,85,63.9,68.5,2.0,3.4,318,28.75,28.75,534.2,5,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:02,75.2,68,68.7,84,63.7,68.7,2.7,3.4,334,28.76,28.76,548.0,5,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:03,75.2,68,68.7,83,63.3,68.7,2.9,3.4,301,28.76,28.76,481.4,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:04,75.2,68,68.7,84,63.7,68.7,4.9,5.8,314,28.76,28.76,188.5,1,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:05,75.4,68,68.7,84,63.7,68.7,3.4,4.5,13,28.76,28.76,376.1,3,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:06,75.4,67,68.7,83,63.3,68.7,2.2,3.4,326,28.75,28.75,634.5,6,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:07,75.4,65,68.7,84,63.7,68.7,3.4,4.5,1,28.76,28.76,666.0,6,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:08,75.4,64,69.1,81,63.0,69.1,4.0,4.5,333,28.76,28.76,354.8,3,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:09,75.4,64,69.3,83,63.9,69.3,1.3,2.2,359,28.76,28.76,431.5,4,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:10,75.4,64,69.4,85,64.8,69.4,1.3,2.2,100,28.76,28.76,618.1,6,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:11,75.2,64,69.4,84,64.4,69.4,2.5,3.4,232,28.76,28.76,601.7,5,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:12,75.2,66,70.5,82,64.8,70.5,2.2,3.4,139,28.75,28.75,554.5,5,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:13,75.2,66,70.7,85,66.0,70.7,1.6,2.2,116,28.76,28.76,597.7,5,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:14,75.2,67,70.9,80,64.4,70.9,1.6,2.2,357,28.76,28.76,236.1,2,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:15,75.2,67,71.1,82,65.3,71.1,1.8,3.4,346,28.76,28.76,170.3,1,0.00,0.00,0.00,0.00,0.78,1.34,5
2023/7/21 10:16,75.2,67,70.9,80,64.4,70.9,3.6,4.5,344,28.76,28.76,111.7,1,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:17,75.2,67,70.2,82,64.4,70.2,0.4,1.1,290,28.77,28.77,81.5,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:18,75.2,68,69.6,82,63.9,69.6,5.1,5.8,290,28.76,28.76,75.6,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:19,75.2,68,69.3,84,64.2,69.3,3.6,4.5,290,28.77,28.77,68.5,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:20,75.2,67,68.4,85,63.7,68.4,6.3,8.1,328,28.77,28.77,69.9,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:21,75.4,68,67.6,86,63.3,67.6,6.3,8.1,247,28.77,28.77,71.1,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:22,75.4,67,67.3,85,62.6,67.3,8.5,9.2,322,28.77,28.77,67.8,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:23,75.4,68,66.9,86,62.6,66.9,4.0,4.5,290,28.77,28.77,66.1,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:24,75.4,68,66.9,87,63.0,66.9,2.2,5.8,325,28.76,28.76,73.9,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:25,75.4,65,66.7,87,62.8,66.7,2.2,3.4,311,28.77,28.77,91.0,0,0.00,0.00,0.00,0.00,0.78,1.34,7
2023/7/21 10:26,75.4,65,66.7,87,62.8,66.7,3.6,5.8,8,28.77,28.77,129.6,1,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:27,75.4,64,66.6,86,62.2,66.6,3.6,4.5,341,28.77,28.77,606.1,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:28,75.4,64,66.6,88,62.8,66.6,2.5,3.4,352,28.77,28.77,536.7,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:29,75.2,64,67.1,85,62.4,67.1,6.3,9.2,306,28.77,28.77,163.4,1,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:30,75.2,65,67.1,85,62.4,67.1,4.9,5.8,305,28.77,28.77,163.6,1,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:31,75.2,66,67.3,86,63.0,67.3,1.3,2.2,359,28.77,28.77,184.7,1,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:32,75.2,67,67.3,85,62.6,67.3,2.9,3.4,351,28.76,28.76,472.3,4,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:33,75.2,67,67.8,84,62.8,67.8,4.0,5.8,342,28.77,28.77,636.2,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:34,75.2,67,68.2,83,62.8,68.2,3.1,4.5,345,28.77,28.77,629.7,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:35,75.2,67,68.2,86,63.9,68.2,1.1,2.2,1,28.77,28.77,622.6,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/21 10:36,75.2,67,68.9,81,62.8,68.9,9.4,11.4,287,28.77,28.77,618.8,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:37,75.2,68,69.1,84,64.0,69.1,2.2,2.2,8,28.77,28.77,616.0,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:38,75.4,68,69.3,87,65.3,69.3,1.3,3.4,349,28.77,28.77,615.2,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:39,75.4,68,70.3,79,63.5,70.3,1.3,2.2,19,28.77,28.77,618.2,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:40,75.4,68,70.7,80,64.2,70.7,2.2,2.2,328,28.76,28.76,641.8,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:41,75.4,66,70.7,79,63.9,70.7,2.9,3.4,6,28.77,28.77,623.6,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:42,75.6,65,70.7,77,63.1,70.7,3.6,6.9,272,28.77,28.77,620.1,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:43,75.6,65,70.7,76,62.8,70.7,2.2,4.5,62,28.77,28.77,601.5,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:44,75.4,64,70.9,78,63.7,70.9,4.7,5.8,287,28.77,28.77,605.7,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:45,75.4,63,70.9,77,63.3,70.9,4.5,5.8,318,28.77,28.77,613.2,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:46,75.4,63,71.1,78,63.9,71.1,2.7,6.9,302,28.77,28.77,614.9,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:47,75.4,64,70.9,76,63.0,70.9,4.3,8.1,326,28.77,28.77,612.2,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:48,75.4,66,70.7,76,62.8,70.7,4.5,5.8,274,28.77,28.77,597.0,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:49,75.4,66,70.7,75,62.4,70.7,2.2,2.2,357,28.77,28.77,605.8,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:50,75.4,67,70.7,77,63.1,70.7,4.0,4.5,25,28.77,28.77,622.0,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:51,75.4,67,70.7,75,62.4,70.7,6.5,9.2,313,28.77,28.77,625.5,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:52,75.4,67,70.7,76,62.8,70.7,6.3,9.2,287,28.77,28.77,625.4,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:53,75.4,67,70.5,77,63.0,70.5,2.9,3.4,325,28.77,28.77,616.6,6,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:54,75.4,67,70.5,76,62.6,70.5,6.9,9.2,293,28.77,28.77,317.7,3,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:55,75.6,67,70.5,76,62.6,70.5,2.2,3.4,221,28.77,28.77,578.7,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/21 10:56,75.6,68,70.5,74,61.9,70.5,8.7,10.3,319,28.77,28.77,542.4,5,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:57,75.6,68,70.5,76,62.6,70.5,4.3,5.8,5,28.77,28.77,340.8,3,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/21 10:58,75.6,66,70.5,76,62.6,70.5,1.8,2.2,352,28.77,28.77,230.6,2,0.00,0.00,0.00,0.00,0.78,1.34,3
