Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/19 10:08,75.0,60,73.2,57,57.2,73.2,3.1,4.5,72,28.93,28.93,432.0,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:09,75.0,59,73.2,58,57.6,73.2,0.9,1.1,64,28.93,28.93,436.5,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:10,75.0,62,73.0,63,59.7,73.0,0.9,1.1,63,28.93,28.93,437.5,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:11,75.0,63,73.0,64,60.3,73.0,0.9,1.1,63,28.93,28.93,437.7,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:12,75.0,64,73.0,62,59.2,73.0,2.0,3.4,107,28.93,28.93,440.3,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:13,75.0,64,73.2,58,57.6,73.2,1.6,2.2,101,28.94,28.94,442.5,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:14,75.0,63,73.6,57,57.6,73.6,1.6,2.2,36,28.94,28.94,470.6,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:15,75.0,64,73.8,56,57.2,73.8,1.6,2.2,75,28.93,28.93,469.6,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:16,75.2,64,73.9,56,57.4,73.9,3.4,4.5,96,28.93,28.93,472.6,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:17,75.2,64,73.9,56,57.4,73.9,2.7,3.4,53,28.93,28.93,476.0,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:18,75.2,64,73.8,57,57.6,73.8,1.3,2.2,54,28.93,28.93,477.5,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:19,75.2,64,73.6,56,57.0,73.6,1.6,2.2,53,28.94,28.94,479.5,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:20,75.2,63,73.6,55,56.5,73.6,2.0,2.2,82,28.94,28.94,483.0,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:21,75.2,63,73.6,55,56.5,73.6,0.7,1.1,82,28.94,28.94,486.2,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:22,75.4,63,73.6,57,57.6,73.6,0.9,1.1,81,28.93,28.93,487.6,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:23,75.4,63,73.6,54,55.9,73.6,0.7,1.1,77,28.94,28.94,491.2,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:24,75.4,61,73.6,56,57.0,73.6,0.0,0.0,77,28.94,28.94,493.0,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:25,75.4,60,73.6,54,55.9,73.6,1.8,2.2,37,28.94,28.94,497.3,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:26,75.2,60,73.6,54,55.9,73.6,1.8,2.2,37,28.94,28.94,497.3,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:27,75.2,60,73.6,56,57.0,73.6,2.0,2.2,59,28.94,28.94,501.2,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:28,75.2,61,73.6,55,56.5,73.6,0.9,1.1,58,28.94,28.94,503.3,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:29,75.0,63,73.9,58,58.3,73.9,1.3,2.2,43,28.94,28.94,506.2,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:30,75.0,64,73.9,58,58.3,73.9,0.9,1.1,45,28.94,28.94,507.7,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:31,75.0,64,73.9,56,57.4,73.9,0.9,1.1,39,28.94,28.94,510.3,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:32,75.0,64,73.9,55,56.8,73.9,2.9,4.5,64,28.95,28.95,512.8,4,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:33,75.2,64,73.9,55,56.8,73.9,1.1,1.1,39,28.94,28.94,515.4,5,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:34,75.2,64,74.1,58,58.5,74.1,0.0,0.0,56,28.95,28.95,517.1,5,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:35,75.2,65,74.3,60,59.5,74.3,1.3,2.2,56,28.95,28.95,518.2,5,0.00,0.00,0.00,0.00,0.78,1.34,3
2023/7/19 10:36,75.2,64,74.5,53,56.3,74.5,2.9,3.4,338,28.94,28.94,520.1,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:37,75.2,64,74.1,56,57.4,74.1,1.8,2.2,30,28.95,28.95,522.2,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:38,75.2,64,73.6,55,56.5,73.6,0.9,1.1,29,28.94,28.94,525.0,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:39,75.2,64,73.4,54,55.8,73.4,0.0,0.0,52,28.95,28.95,525.8,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:40,75.2,64,73.6,51,54.3,73.6,2.0,2.2,76,28.95,28.95,529.2,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:41,75.4,64,73.9,54,56.3,73.9,1.3,2.2,51,28.95,28.95,532.8,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:42,75.4,64,74.1,53,55.9,74.1,0.2,1.1,31,28.95,28.95,533.6,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:43,75.4,62,74.3,59,59.0,74.3,0.9,1.1,61,28.95,28.95,535.4,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:44,75.4,61,74.3,55,57.2,74.3,1.3,2.2,31,28.94,28.94,536.4,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:45,75.4,62,74.8,51,55.6,74.8,2.2,2.2,79,28.94,28.94,540.2,5,0.00,0.00,0.00,0.00,0.78,1.34,1
2023/7/19 10:46,75.4,61,74.8,52,56.1,74.8,0.2,1.1,78,28.95,28.95,541.6,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:47,75.2,63,74.8,54,57.2,74.8,0.2,1.1,78,28.95,28.95,542.9,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:48,75.2,64,75.0,57,58.8,75.0,0.0,0.0,78,28.95,28.95,544.2,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:49,75.2,65,75.0,55,57.7,75.0,1.3,2.2,35,28.95,28.95,547.5,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:50,75.2,65,74.8,61,60.4,74.8,0.2,1.1,35,28.95,28.95,549.3,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:51,75.2,65,74.8,51,55.6,74.8,0.2,1.1,42,28.95,28.95,552.5,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:52,75.2,65,74.8,55,57.6,74.8,0.2,1.1,43,28.95,28.95,555.4,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:53,75.2,65,74.8,50,55.0,74.8,2.5,3.4,83,28.94,28.94,558.8,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:54,75.2,65,75.0,52,56.3,75.0,3.4,4.5,97,28.95,28.95,561.8,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:55,75.4,65,74.8,54,57.2,74.8,0.4,1.1,38,28.94,28.94,565.4,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:56,75.4,65,74.8,51,55.6,74.8,0.9,1.1,38,28.94,28.94,567.0,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:57,75.4,65,74.8,55,57.6,74.8,0.9,1.1,13,28.95,28.95,568.6,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:58,75.4,65,75.2,53,57.0,75.2,0.9,1.1,13,28.94,28.94,569.9,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 10:59,75.4,65,75.4,51,56.1,75.4,0.4,1.1,12,28.95,28.95,571.2,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:00,75.6,65,75.4,52,56.7,75.4,0.2,1.1,13,28.94,28.94,573.5,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:01,75.6,64,75.4,59,60.1,75.4,0.9,1.1,11,28.95,28.95,575.5,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:02,75.6,62,75.4,52,56.7,75.4,3.1,4.5,317,28.94,28.94,576.5,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:03,75.6,62,74.8,54,57.2,74.8,4.5,5.8,294,28.94,28.94,578.8,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:04,75.4,61,74.3,52,55.6,74.3,2.0,2.2,352,28.94,28.94,580.2,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:05,75.4,60,73.6,57,57.6,73.6,0.7,1.1,353,28.95,28.95,582.0,5,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:06,75.4,63,73.6,62,59.7,73.6,0.2,1.1,354,28.94,28.94,582.0,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:07,75.4,64,74.1,52,55.4,74.1,1.3,2.2,93,28.94,28.94,587.2,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:08,75.4,64,74.8,51,55.6,74.8,2.5,4.5,58,28.94,28.94,592.0,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:09,75.4,64,75.6,50,55.6,75.6,1.6,2.2,52,28.94,28.94,596.8,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:10,75.4,64,75.7,51,56.5,75.7,0.7,1.1,51,28.95,28.95,597.6,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:11,75.4,64,75.7,49,55.2,75.7,4.0,5.8,77,28.95,28.95,600.0,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:12,75.4,64,75.7,49,55.2,75.7,1.8,2.2,64,28.94,28.94,602.6,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:13,75.6,63,75.7,50,55.8,75.7,1.3,2.2,54,28.94,28.94,605.3,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:14,75.6,63,75.7,50,55.8,75.7,1.3,2.2,46,28.94,28.94,607.0,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:15,75.6,63,75.7,50,55.8,75.7,0.9,1.1,73,28.94,28.94,609.7,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:16,75.6,63,75.7,52,56.8,75.7,0.9,1.1,38,28.93,28.93,611.0,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:17,75.6,63,75.9,54,58.1,75.9,0.9,1.1,68,28.94,28.94,612.2,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:18,75.6,62,76.1,50,56.1,76.1,1.8,2.2,2,28.93,28.93,613.5,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:19,75.6,62,76.1,56,59.4,76.1,0.9,1.1,56,28.93,28.93,614.3,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:20,75.6,61,75.9,52,57.0,75.9,1.1,1.1,42,28.94,28.94,617.6,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:21,75.6,61,75.9,52,57.0,75.9,2.0,2.2,45,28.94,28.94,618.9,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:22,75.6,59,75.9,49,55.4,75.9,2.9,4.5,60,28.94,28.94,621.3,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:23,75.6,59,75.7,49,55.2,75.7,2.0,2.2,48,28.94,28.94,623.9,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:24,75.6,58,75.4,52,56.7,75.4,0.9,1.1,47,28.94,28.94,625.8,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:25,75.4,58,75.2,53,57.0,75.2,1.3,2.2,47,28.94,28.94,627.9,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/19 11:26,75.4,61,75.4,51,56.1,75.4,0.9,1.1,28,28.94,28.94,630.7,6,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:27,75.4,62,75.7,52,56.8,75.7,2.2,3.4,36,28.94,28.94,631.9,6,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:28,75.4,63,75.7,51,56.5,75.7,1.8,2.2,59,28.94,28.94,635.0,6,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:29,75.4,63,76.1,52,57.2,76.1,0.9,2.2,74,28.95,28.95,637.5,6,0.00,0.00,0.00,0.00,0.78,1.34,2
2023/7/19 11:30,75.4,63,76.1,50,56.1,76.1,0.2,1.1,37,28.95,28.95,638.1,6,0.00,0.00,0.00,0.00,0.78,1.34,2
