Time,Indoor Temperature(℉),Indoor Humidity(%),Outdoor Temperature(℉),Outdoor Humidity(%),Dew Point(℉),Feels Like(℉),Wind(mph),Gust(mph),Wind Direction(°),ABS Pressure(inhg),REL Pressure(inhg),Solar Rad.(w/m2),UVI,Hourly Rain(in),Event Rain(in),Daily Rain(in),Weekly Rain(in),Monthly Rain(in),Yearly Rain(in),Pm2.5(ug/m3)
2023/7/31 10:38,74.7,63,70.7,60,56.1,70.7,2.0,2.2,356,28.98,28.98,501.3,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:39,74.7,63,70.9,62,57.2,70.9,4.3,5.8,273,28.98,28.98,509.1,4,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:40,74.7,63,70.9,64,58.1,70.9,1.6,2.2,0,28.98,28.98,519.1,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:41,74.7,63,70.9,62,57.2,70.9,3.6,5.8,5,28.98,28.98,536.3,5,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:42,74.7,63,70.7,63,57.6,70.7,4.7,6.9,314,28.97,28.97,356.1,3,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:43,74.7,63,70.5,59,55.6,70.5,4.5,5.8,282,28.98,28.98,256.5,2,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:44,74.8,63,70.5,63,57.4,70.5,2.7,3.4,313,28.98,28.98,144.5,1,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:45,74.8,63,70.3,61,56.3,70.3,1.6,2.2,6,28.98,28.98,134.3,1,0.00,0.00,0.00,0.00,0.78,1.34,6
2023/7/31 10:46,74.8,63,69.8,63,56.7,69.8,3.4,3.4,3,28.98,28.98,129.4,1,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:47,74.8,63,69.8,64,57.2,69.8,1.3,2.2,6,28.98,28.98,131.9,1,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:48,74.8,61,69.6,65,57.4,69.6,0.9,1.1,9,28.98,28.98,528.2,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:49,74.8,60,69.6,65,57.4,69.6,2.2,3.4,312,28.98,28.98,534.8,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:50,74.8,60,70.0,63,56.8,70.0,1.1,1.1,1,28.99,28.99,543.7,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:51,74.7,61,70.5,61,56.5,70.5,1.8,3.4,227,28.99,28.99,550.2,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:52,74.7,62,71.1,62,57.4,71.1,2.2,2.2,8,28.99,28.99,561.2,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:53,74.7,63,71.1,60,56.5,71.1,1.1,2.2,21,28.99,28.99,577.2,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:54,74.7,63,71.4,61,57.4,71.4,2.0,2.2,1,28.99,28.99,601.6,5,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:55,74.7,63,71.8,59,56.7,71.8,2.7,3.4,351,28.99,28.99,621.7,6,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:56,74.7,63,72.0,59,56.8,72.0,0.9,2.2,328,29.00,29.00,505.7,4,0.00,0.00,0.00,0.00,0.78,1.34,4
2023/7/31 10:57,74.7,64,72.1,60,57.6,72.1,3.4,5.8,272,28.99,28.99,418.9,4,0.00,0.00,0.00,0.00,0.78,1.34,4
